"x","y","species","img"
502573.500032941,4211179.99989185,"COW","2016Dec21"
502571.750035765,4211174.24988822,"COW","2016Dec21"
502592.500034168,4211187.24988638,"COW","2016Dec21"
502601.50001141,4211280.49988639,"COW","2016Dec21"
502626.500007319,4211287.49989198,"COW","2016Dec21"
502474.749962299,4211245.49989026,"COW","2016Dec21"
502470.750032641,4211232.74988756,"COW","2016Dec21"
502517.499994366,4211208.49989067,"COW","2016Dec21"
502387.000005679,4211255.49988527,"COW","2016Dec21"
502625.500009433,4211316.24988527,"COW","2016Dec21"
502470.499988985,4212218.24988562,"COW","2016Dec21"
502467.249989736,4212223.49989413,"COW","2016Dec21"
502466.249958226,4212224.99988945,"COW","2016Dec21"
502466.249967396,4212226.99988718,"COW","2016Dec21"
502603.250040039,4212800.9998895,"COW","2016Dec21"
502581.749968405,4212814.74988384,"COW","2016Dec21"
502571.000010759,4212827.99988996,"COW","2016Dec21"
502540.000023144,4212822.99989287,"COW","2016Dec21"
502655.000003749,4212744.9998849,"COW","2016Dec21"
502591.500033609,4212767.49989394,"COW","2016Dec21"
502488.999965946,4212844.49989112,"COW","2016Dec21"
502440.499979019,4212857.49989322,"COW","2016Dec21"
502443.999970967,4212857.24988774,"COW","2016Dec21"
502487.499976671,4212883.99989319,"COW","2016Dec21"
502580.000011176,4212952.74989091,"COW","2016Dec21"
502674.999984516,4212990.24988907,"COW","2016Dec21"
502628.750032303,4213026.9998917,"COW","2016Dec21"
502538.99996309,4213115.99988462,"COW","2016Dec21"
502540.500013769,4213159.99988685,"COW","2016Dec21"
502556.999998402,4213157.24988587,"COW","2016Dec21"
502562.499988082,4213134.49988673,"COW","2016Dec21"
502156.00003429,4212621.24988439,"COW","2016Dec21"
502218.249989713,4212446.74988342,"COW","2016Dec21"
502212.250042733,4212450.99989185,"COW","2016Dec21"
502227.750025167,4212452.49988373,"COW","2016Dec21"
502234.750022567,4212501.49988638,"COW","2016Dec21"
502141.750017537,4212447.9998877,"COW","2016Dec21"
502128.500005263,4212434.74989069,"COW","2016Dec21"
502155.750017334,4212428.49988788,"COW","2016Dec21"
502173.24999359,4212409.74988994,"COW","2016Dec21"
502107.499992654,4212380.24988743,"COW","2016Dec21"
502164.999976875,4211290.99988873,"COW","2016Dec21"
502197.500022252,4211222.74988505,"COW","2016Dec21"
502286.499999081,4211260.74989328,"COW","2016Dec21"
502287.500006337,4211246.49988966,"COW","2016Dec21"
502086.750014034,4211300.49988409,"COW","2016Dec21"
501822.750024598,4211180.3498843,"COW","2016Dec21"
501817.249972813,4211187.84988987,"COW","2016Dec21"
501810.750035561,4211189.0998943,"COW","2016Dec21"
501809.500020061,4211185.09989434,"COW","2016Dec21"
501795.49998451,4211182.09989338,"COW","2016Dec21"
501794.0000181,4211186.34988431,"COW","2016Dec21"
501793.500035663,4211183.3498937,"COW","2016Dec21"
501798.000002828,4211183.84988444,"COW","2016Dec21"
501796.500034174,4211177.3498939,"COW","2016Dec21"
501802.750043114,4211194.59989326,"COW","2016Dec21"
501777.999986023,4211214.59988635,"COW","2016Dec21"
501775.749999827,4211214.59988439,"COW","2016Dec21"
501773.500017459,4211216.59988864,"COW","2016Dec21"
501765.749967412,4211217.59989094,"COW","2016Dec21"
501766.25002701,4211217.84988756,"COW","2016Dec21"
501765.499970448,4211219.34988749,"COW","2016Dec21"
501758.999971139,4211218.59989429,"COW","2016Dec21"
501753.000037465,4211224.59988428,"COW","2016Dec21"
501749.249957793,4211220.59988898,"COW","2016Dec21"
501751.000022944,4211224.59988739,"COW","2016Dec21"
501753.24998098,4211206.34988834,"COW","2016Dec21"
501757.500017819,4211211.09989116,"COW","2016Dec21"
501756.999999301,4211213.09988888,"COW","2016Dec21"
501764.250021175,4211206.84988445,"COW","2016Dec21"
501774.750024643,4211208.59989408,"COW","2016Dec21"
501872.999988295,4211437.5998931,"COW","2016Dec21"
501872.249969829,4211434.34988404,"COW","2016Dec21"
501879.000014894,4211403.09989235,"COW","2016Dec21"
501868.999993179,4211416.84989107,"COW","2016Dec21"
501242.500005199,4207604.59989065,"COW","2016Dec21"
501207.500018956,4208064.34989247,"COW","2016Dec21"
501204.999966051,4208060.84989377,"COW","2016Dec21"
501163.750020342,4208053.84988845,"COW","2016Dec21"
501153.00001612,4208041.84988644,"COW","2016Dec21"
501122.50002953,4208174.34989348,"COW","2016Dec21"
501145.000024299,4208176.84989259,"COW","2016Dec21"
501201.249994078,4208509.09989158,"COW","2016Dec21"
501179.499997017,4208477.09988334,"COW","2016Dec21"
501178.249959828,4208481.59989328,"COW","2016Dec21"
501204.000010506,4208515.84988373,"COW","2016Dec21"
501201.49997026,4208520.34988365,"COW","2016Dec21"
501213.750001521,4208543.09988544,"COW","2016Dec21"
501102.000020623,4208602.09988583,"COW","2016Dec21"
501108.499993728,4208607.84988353,"COW","2016Dec21"
501089.750039284,4208633.84989008,"COW","2016Dec21"
501089.000027856,4208632.84988552,"COW","2016Dec21"
501081.749984253,4208649.0998882,"COW","2016Dec21"
501075.500028982,4208646.34989085,"COW","2016Dec21"
501072.499993238,4208651.59989352,"COW","2016Dec21"
501076.249995608,4208654.34989147,"COW","2016Dec21"
501046.500039067,4208637.8498848,"COW","2016Dec21"
501046.750029955,4208640.34988888,"COW","2016Dec21"
501046.749989494,4208641.34989323,"COW","2016Dec21"
501048.999965864,4208642.84988345,"COW","2016Dec21"
501042.499995141,4208627.34988778,"COW","2016Dec21"
501062.250019549,4208614.09989408,"COW","2016Dec21"
501062.250019549,4208614.09989408,"COW","2016Dec21"
501074.000028768,4208668.84988612,"COW","2016Dec21"
501071.500029926,4208672.59988751,"COW","2016Dec21"
501083.000023338,4208673.0998928,"COW","2016Dec21"
501083.000023338,4208673.0998928,"COW","2016Dec21"
501071.500029369,4208699.34988644,"COW","2016Dec21"
501123.750000933,4208695.84988985,"COW","2016Dec21"
501170.499975004,4208687.34989216,"COW","2016Dec21"
501157.49999081,4208660.84989117,"COW","2016Dec21"
501130.24998279,4208716.09988714,"COW","2016Dec21"
501130.250008701,4208720.34989228,"COW","2016Dec21"
501133.500016337,4208716.34989232,"COW","2016Dec21"
501135.24998553,4208716.3498914,"COW","2016Dec21"
501122.500005775,4208722.84989368,"COW","2016Dec21"
501129.499986726,4208750.59988845,"COW","2016Dec21"
501125.75003714,4208751.09988863,"COW","2016Dec21"
501126.999993306,4208756.84989018,"COW","2016Dec21"
501154.999984833,4208764.84989034,"COW","2016Dec21"
501131.000022518,4208785.84988753,"COW","2016Dec21"
501120.500037422,4208787.09988481,"COW","2016Dec21"
501098.750015044,4208792.34988972,"COW","2016Dec21"
501099.499957271,4208774.84989408,"COW","2016Dec21"
501101.749968092,4208775.09988516,"COW","2016Dec21"
501094.50000388,4208768.59988438,"COW","2016Dec21"
501089.999976985,4208762.84988579,"COW","2016Dec21"
501092.000018224,4208760.59989048,"COW","2016Dec21"
501094.249959731,4208768.59988415,"COW","2016Dec21"
500830.750033284,4207610.09988973,"COW","2016Dec21"
500822.750005938,4207197.34988999,"COW","2016Dec21"
500792.999971148,4207212.09988834,"COW","2016Dec21"
500790.49999104,4207207.84988376,"COW","2016Dec21"
500766.000007492,4207224.84989346,"COW","2016Dec21"
500738.500010051,4207171.84988876,"COW","2016Dec21"
500714.499960562,4207155.59988662,"COW","2016Dec21"
500740.000035809,4207150.5998836,"COW","2016Dec21"
500731.249978538,4207302.84988818,"COW","2016Dec21"
500729.49996975,4207302.84988701,"COW","2016Dec21"
500726.000042184,4207300.84989233,"COW","2016Dec21"
500722.500000261,4207303.09988386,"COW","2016Dec21"
500719.749987935,4207299.09988712,"COW","2016Dec21"
500735.2500369,4207305.34989243,"COW","2016Dec21"
500737.750003522,4207305.84989158,"COW","2016Dec21"
500743.4999783,4207301.59988462,"COW","2016Dec21"
500760.00001405,4207306.84989261,"COW","2016Dec21"
500753.749966648,4207301.34988331,"COW","2016Dec21"
500761.000031398,4207296.34988967,"COW","2016Dec21"
500764.250031904,4207280.59988851,"COW","2016Dec21"
500803.500036699,4207242.59988784,"COW","2016Dec21"
500812.249960557,4207232.09989277,"COW","2016Dec21"
500817.000019811,4207255.84988886,"COW","2016Dec21"
500742.499972277,4207238.84988386,"COW","2016Dec21"
500796.249956955,4207135.34988645,"COW","2016Dec21"
500800.500008384,4207132.34988532,"COW","2016Dec21"
500801.500043501,4207125.09989389,"COW","2016Dec21"
500798.249967291,4207119.59989187,"COW","2016Dec21"
500768.249963116,4207132.34988363,"COW","2016Dec21"
500770.249956179,4207141.34989053,"COW","2016Dec21"
500744.500010511,4207111.59989212,"COW","2016Dec21"
500721.999956201,4207122.84988892,"COW","2016Dec21"
500756.500018343,4207094.34988728,"COW","2016Dec21"
500740.999994283,4206971.34988992,"COW","2016Dec21"
500743.749989518,4206977.59989302,"COW","2016Dec21"
500762.250042246,4206963.34988965,"COW","2016Dec21"
500766.999973632,4206953.34988407,"COW","2016Dec21"
500588.500019044,4207406.84989415,"COW","2016Dec21"
500592.000013515,4207428.34988366,"COW","2016Dec21"
500541.750031092,4207380.34988477,"COW","2016Dec21"
500514.000001255,4207368.84988878,"COW","2016Dec21"
500565.249987298,4207773.84989305,"COW","2016Dec21"
500381.749967415,4207703.09989253,"COW","2016Dec21"
500583.500019435,4207963.84988852,"COW","2016Dec21"
500166.499961738,4207694.3498838,"COW","2016Dec21"
500158.250005257,4207026.34988566,"COW","2016Dec21"
500169.249978584,4207022.84988339,"COW","2016Dec21"
500162.74996028,4207050.59988339,"COW","2016Dec21"
500149.500031741,4207035.09988403,"COW","2016Dec21"
500147.250032133,4207040.09988576,"COW","2016Dec21"
500135.250026671,4207077.0998926,"COW","2016Dec21"
500116.999957429,4207064.84988967,"COW","2016Dec21"
500100.75003054,4207085.09988669,"COW","2016Dec21"
500087.500009923,4207121.5998889,"COW","2016Dec21"
500058.999965861,4207117.59989162,"COW","2016Dec21"
500045.249967058,4207080.34988906,"COW","2016Dec21"
500048.000016451,4207072.09989168,"COW","2016Dec21"
500042.749962326,4207065.84988662,"COW","2016Dec21"
500100.500024354,4206999.3498869,"COW","2016Dec21"
500125.499971968,4206997.09988754,"COW","2016Dec21"
500126.749993461,4206970.84988506,"COW","2016Dec21"
500191.75002485,4206950.09989294,"COW","2016Dec21"
500000.500023366,4206962.09989314,"COW","2016Dec21"
500130.249981067,4206926.59988869,"COW","2016Dec21"
500135.999990589,4206927.84989299,"COW","2016Dec21"
500148.749999482,4206900.34988614,"COW","2016Dec21"
500159.500041844,4206896.59989141,"COW","2016Dec21"
500162.749964597,4206865.3498854,"COW","2016Dec21"
500172.750041609,4206860.34989418,"COW","2016Dec21"
500183.499981831,4206848.34988772,"COW","2016Dec21"
500196.750010735,4206825.84988931,"COW","2016Dec21"
500194.499990215,4206798.59988561,"COW","2016Dec21"
500161.499989472,4206789.34988776,"COW","2016Dec21"
500133.24999089,4206790.09989232,"COW","2016Dec21"
500098.500004008,4206761.09988957,"COW","2016Dec21"
500075.749959357,4206676.09988527,"COW","2016Dec21"
500076.00004027,4206669.59988468,"COW","2016Dec21"
500068.249983749,4206673.34989047,"COW","2016Dec21"
500046.500027756,4206675.84989075,"COW","2016Dec21"
500027.500005613,4206716.34988662,"COW","2016Dec21"
500075.000010424,4206740.34988509,"COW","2016Dec21"
500260.500028521,4206740.09989141,"COW","2016Dec21"
500285.500043175,4206749.84988919,"COW","2016Dec21"
499902.499956433,4206737.09988788,"COW","2016Dec21"
499941.749971826,4207032.09989403,"COW","2016Dec21"
499943.249987377,4207026.09988347,"COW","2016Dec21"
499987.49996095,4206974.09989048,"COW","2016Dec21"
499972.249991437,4206927.84988411,"COW","2016Dec21"
499973.500006424,4206912.84988801,"COW","2016Dec21"
501815.69998692,4210476.59988641,"COW","2016Nov17"
501827.699975958,4210479.59989139,"COW","2016Nov17"
501836.099960115,4210485.2998848,"COW","2016Nov17"
501799.199979815,4210455.5998855,"COW","2016Nov17"
501799.2000202,4210458.59988487,"COW","2016Nov17"
501797.10000137,4210462.79988714,"COW","2016Nov17"
501776.699976563,4210441.79988405,"COW","2016Nov17"
501770.100004455,4210444.7998911,"COW","2016Nov17"
501821.700030077,4210426.79989245,"COW","2016Nov17"
501803.100030435,4210438.79988494,"COW","2016Nov17"
501841.499970641,4210459.79989175,"COW","2016Nov17"
501849.300043537,4210461.59989156,"COW","2016Nov17"
501851.699970958,4210456.79989323,"COW","2016Nov17"
501877.500016368,4210479.59989379,"COW","2016Nov17"
501881.700025605,4210476.59988557,"COW","2016Nov17"
501868.500005585,4210470.59989294,"COW","2016Nov17"
501892.800027917,4210483.49988353,"COW","2016Nov17"
501821.700019075,4210451.99988639,"COW","2016Nov17"
501822.000005225,4210446.59988802,"COW","2016Nov17"
501806.09996495,4210451.39989095,"COW","2016Nov17"
501801.29996196,4210448.39988448,"COW","2016Nov17"
501806.700018605,4210444.49988669,"COW","2016Nov17"
501797.099973241,4210445.39989095,"COW","2016Nov17"
501797.700009165,4210449.29988356,"COW","2016Nov17"
501812.400042791,4210457.39988876,"COW","2016Nov17"
501802.49999414,4210464.29988536,"COW","2016Nov17"
501810.600012867,4210466.39988666,"COW","2016Nov17"
501822.000011895,4210511.3998875,"COW","2016Nov17"
501822.599974243,4210534.79988576,"COW","2016Nov17"
501840.899990973,4210516.79989125,"COW","2016Nov17"
501847.500041291,4210516.79988534,"COW","2016Nov17"
501847.199992702,4210522.79988328,"COW","2016Nov17"
501845.400040759,4210497.59988973,"COW","2016Nov17"
501841.800015327,4210491.89989259,"COW","2016Nov17"
501825.599970976,4210458.59989128,"COW","2016Nov17"
501829.499960465,4210451.69988432,"COW","2016Nov17"
501843.900029679,4210467.59988859,"COW","2016Nov17"
501837.300019494,4210472.69989092,"COW","2016Nov17"
501837.299998491,4210476.29989025,"COW","2016Nov17"
501852.899992825,4210554.5998861,"COW","2016Nov17"
501893.699985781,4210533.29988624,"COW","2016Nov17"
501906.000022394,4210525.49988876,"COW","2016Nov17"
501914.700002335,4210525.19988999,"COW","2016Nov17"
501899.100007127,4210524.5998941,"COW","2016Nov17"
501875.099960752,4210510.49988638,"COW","2016Nov17"
501869.100028083,4210514.99989038,"COW","2016Nov17"
501864.59999907,4210507.79989342,"COW","2016Nov17"
501864.900003487,4210500.89989082,"COW","2016Nov17"
501959.099982405,4210517.99989142,"COW","2016Nov17"
501952.499964653,4210531.79988335,"COW","2016Nov17"
501840.599960054,4210534.79988822,"COW","2016Nov17"
502425.749981809,4210854.74989221,"COW","2016Nov17"
502419.599985826,4210852.34988428,"COW","2016Nov17"
502417.800003466,4210845.89988864,"COW","2016Nov17"
502422.299956887,4210846.64988975,"COW","2016Nov17"
502100.69998264,4211908.79989299,"COW","2016Nov17"
502079.400040319,4211902.49988541,"COW","2016Nov17"
502091.10004163,4211902.19988645,"COW","2016Nov17"
502085.399970076,4211908.19989246,"COW","2016Nov17"
502043.099960264,4211928.59988915,"COW","2016Nov17"
502024.19998019,4211903.69989025,"COW","2016Nov17"
502031.399992015,4211900.39989319,"COW","2016Nov17"
502056.900021375,4211901.59988577,"COW","2016Nov17"
502087.19998349,4211942.399891,"COW","2016Nov17"
501036.749988176,4209313.04988438,"COW","2016Nov17"
501021.449988757,4209315.59988893,"COW","2016Nov17"
501015.600020936,4209328.94988385,"COW","2016Nov17"
501000.150002758,4209316.34988733,"COW","2016Nov17"
501005.249968041,4209355.6498868,"COW","2016Nov17"
500997.900008538,4209355.19989272,"COW","2016Nov17"
500980.499964327,4209364.79988426,"COW","2016Nov17"
501205.950041195,4209133.7098869,"COW","2016Nov17"
501205.950041195,4209133.7098869,"COW","2016Nov17"
501181.04995797,4209109.40989114,"COW","2016Nov17"
501241.049997551,4209162.35989391,"COW","2016Nov17"
501239.100035975,4209176.75988733,"COW","2016Nov17"
501260.400037832,4209218.75988388,"COW","2016Nov17"
501258.449985206,4209217.10988332,"COW","2016Nov17"
501253.650009159,4209209.60988756,"COW","2016Nov17"
501250.800000795,4209212.30989382,"COW","2016Nov17"
501246.75001172,4209206.0098925,"COW","2016Nov17"
501251.250026955,4209195.20988347,"COW","2016Nov17"
501241.049967762,4209190.25989308,"COW","2016Nov17"
501238.499973261,4209183.95989129,"COW","2016Nov17"
501236.099974006,4209187.40988878,"COW","2016Nov17"
501231.750005428,4209188.00988444,"COW","2016Nov17"
501138.899966522,4209187.10988832,"COW","2016Nov17"
501139.800041325,4209183.35989188,"COW","2016Nov17"
501198.149965187,4209289.70988728,"COW","2016Nov17"
501195.750015673,4209286.55988848,"COW","2016Nov17"
501196.199983078,4209287.0098897,"COW","2016Nov17"
501223.949994671,4209313.70988352,"COW","2016Nov17"
501231.450031668,4209317.75988576,"COW","2016Nov17"
501239.400030507,4209305.45988785,"COW","2016Nov17"
501247.49995681,4209301.7098896,"COW","2016Nov17"
501247.500025594,4209301.25988775,"COW","2016Nov17"
501250.799984198,4209305.75988998,"COW","2016Nov17"
501258.150006988,4209304.85988428,"COW","2016Nov17"
501261.300003293,4209303.50988779,"COW","2016Nov17"
501256.800039398,4209299.45988692,"COW","2016Nov17"
501253.800021934,4209295.10989201,"COW","2016Nov17"
501236.849996608,4209279.95989138,"COW","2016Nov17"
501235.650006364,4209276.20988655,"COW","2016Nov17"
501231.450022397,4209281.75989217,"COW","2016Nov17"
501234.150018946,4209287.75988828,"COW","2016Nov17"
501258.299972535,4209270.80988547,"COW","2016Nov17"
501233.399986904,4209254.30988579,"COW","2016Nov17"
501360.299990422,4209541.19989053,"COW","2016Nov17"
501354.899989812,4209337.34989031,"COW","2016Nov17"
501353.549962379,4209338.54988586,"COW","2016Nov17"
501353.249963957,4209339.29988734,"COW","2016Nov17"
501351.299988744,4209340.64989169,"COW","2016Nov17"
501350.700010361,4209337.79988394,"COW","2016Nov17"
501350.999987188,4209339.29989182,"COW","2016Nov17"
501349.3500237,4209340.34988586,"COW","2016Nov17"
501348.749985635,4209339.44989385,"COW","2016Nov17"
501348.299967638,4209332.99988487,"COW","2016Nov17"
501347.249961058,4209332.24989325,"COW","2016Nov17"
501338.699963137,4209339.89989427,"COW","2016Nov17"
501322.950038065,4209337.1998888,"COW","2016Nov17"
501322.79996937,4209337.19988667,"COW","2016Nov17"
501339.149968949,4209340.04988736,"COW","2016Nov17"
501324.299960417,4209323.09988595,"COW","2016Nov17"
501324.299960417,4209323.09988595,"COW","2016Nov17"
501328.349985204,4209318.74988984,"COW","2016Nov17"
501313.949979169,4209319.04989377,"COW","2016Nov17"
501312.600017989,4209314.39989388,"COW","2016Nov17"
501312.749974938,4209308.54989367,"COW","2016Nov17"
501324.149970305,4209290.69989351,"COW","2016Nov17"
501327.150005969,4209290.39988767,"COW","2016Nov17"
501328.199960478,4209294.74989151,"COW","2016Nov17"
501341.09998954,4209293.54988428,"COW","2016Nov17"
501296.099990214,4209287.69989053,"COW","2016Nov17"
501293.400006149,4209287.99988876,"COW","2016Nov17"
501299.999962571,4209307.4998937,"COW","2016Nov17"
501299.40003041,4209262.8898889,"COW","2016Nov17"
501281.849977931,4209307.1398884,"COW","2016Nov17"
501264.149981398,4209292.88989425,"COW","2016Nov17"
501285.300001345,4209191.15988819,"COW","2016Nov17"
501285.449984964,4209191.15988962,"COW","2016Nov17"
501285.150017725,4209191.15988676,"COW","2016Nov17"
501279.599995109,4209194.6098865,"COW","2016Nov17"
501274.799964945,4209197.60988329,"COW","2016Nov17"
501274.049983622,4209190.70988669,"COW","2016Nov17"
501276.150041165,4209190.55988502,"COW","2016Nov17"
501277.199970536,4209184.10989422,"COW","2016Nov17"
501277.199970536,4209184.10989422,"COW","2016Nov17"
501281.100021047,4209178.85989293,"COW","2016Nov17"
501281.100021047,4209178.85989293,"COW","2016Nov17"
501271.800028076,4209179.60988753,"COW","2016Nov17"
501271.800028076,4209179.60988753,"COW","2016Nov17"
501300.750015448,4209200.30989431,"COW","2016Nov17"
501300.44999998,4209197.30988633,"COW","2016Nov17"
501262.499988258,4209196.55989041,"COW","2016Nov17"
501262.200016189,4209197.15988709,"COW","2016Nov17"
501270.300040858,4209218.90988448,"COW","2016Nov17"
501270.300040858,4209218.90988448,"COW","2016Nov17"
501671.249996866,4209154.25988939,"COW","2016Nov17"
501669.600030055,4210124.75988491,"COW","2016Nov17"
501669.450024252,4210125.80988951,"COW","2016Nov17"
501661.799985568,4210138.70988851,"COW","2016Nov17"
501661.65001936,4210138.70989125,"COW","2016Nov17"
501658.350042626,4210126.70989427,"COW","2016Nov17"
501658.199984742,4210127.15988841,"COW","2016Nov17"
501654.300041644,4210138.10988493,"COW","2016Nov17"
501650.850005019,4210137.35988848,"COW","2016Nov17"
501650.550041377,4210133.60988874,"COW","2016Nov17"
501651.000008829,4210140.20988628,"COW","2016Nov17"
501651.299971552,4210140.05988329,"COW","2016Nov17"
501651.600025699,4210143.35989176,"COW","2016Nov17"
501652.200025251,4210148.75988739,"COW","2016Nov17"
501658.799999154,4210148.00988727,"COW","2016Nov17"
501865.049989098,4210919.8948891,"COW","2016Nov17"
501876.149965524,4210604.24988686,"COW","2016Nov17"
501875.099964206,4210604.39988678,"COW","2016Nov17"
501883.350006706,4210605.14988713,"COW","2016Nov17"
501863.849982014,4210588.64988559,"COW","2016Nov17"
501863.99997836,4210589.24988657,"COW","2016Nov17"
501856.050034061,4210573.34988841,"COW","2016Nov17"
501858.150030758,4210568.09988676,"COW","2016Nov17"
501879.750041138,4210570.94988925,"COW","2016Nov17"
501858.749970428,4210528.34988475,"COW","2016Nov17"
501851.099996999,4210537.04989209,"COW","2016Nov17"
501850.950004076,4210537.19988855,"COW","2016Nov17"
501817.799971454,4210512.74989074,"COW","2016Nov17"
501835.950024005,4210552.64988479,"COW","2016Nov17"
501844.950041535,4210549.34989048,"COW","2016Nov17"
501846.750034661,4210542.14988775,"COW","2016Nov17"
501847.950027665,4210543.04988757,"COW","2016Nov17"
501845.09997314,4210543.64988597,"COW","2016Nov17"
501845.099989453,4210541.24988617,"COW","2016Nov17"
501840.750043112,4210541.24989101,"COW","2016Nov17"
501838.80001823,4210541.39989228,"COW","2016Nov17"
501836.999960593,4210532.54988421,"COW","2016Nov17"
501837.749999067,4210530.29988415,"COW","2016Nov17"
501843.150011107,4210527.59988769,"COW","2016Nov17"
501871.349965311,4210542.44988472,"COW","2016Nov17"
501852.30002914,4210548.59988339,"COW","2016Nov17"
501851.399994155,4210548.29988438,"COW","2016Nov17"
501899.40000457,4210547.2498871,"COW","2016Nov17"
501894.299985969,4210556.39988516,"COW","2016Nov17"
501920.850014908,4210546.34988872,"COW","2016Nov17"
501939.900005298,4210540.94989196,"COW","2016Nov17"
501921.150042208,4210519.79988684,"COW","2016Nov17"
501906.750024991,4210512.59989347,"COW","2016Nov17"
501887.099965895,4210513.49989017,"COW","2016Nov17"
501882.000032619,4210513.4998882,"COW","2016Nov17"
501890.999992826,4210495.94988854,"COW","2016Nov17"
501861.299990511,4210491.74989389,"COW","2016Nov17"
501901.800012174,4210548.89989412,"COW","2016Nov17"
501835.499992508,4210486.64989103,"COW","2016Nov17"
501832.499965691,4210486.04989354,"COW","2016Nov17"
501806.999998936,4210478.69989057,"COW","2016Nov17"
501798.90003199,4210479.59989227,"COW","2016Nov17"
501803.400037813,4210472.54988569,"COW","2016Nov17"
501795.599956604,4210467.59988875,"COW","2016Nov17"
501789.900011395,4210468.64989257,"COW","2016Nov17"
501788.849984179,4210477.64989355,"COW","2016Nov17"
501788.39999488,4210479.74988882,"COW","2016Nov17"
501776.39998081,4210456.64988468,"COW","2016Nov17"
501780.150039368,4210444.19989215,"COW","2016Nov17"
501788.099958854,4210447.04989081,"COW","2016Nov17"
501794.999988208,4210444.64988651,"COW","2016Nov17"
501832.199990932,4210467.14989064,"COW","2016Nov17"
501827.099963556,4210469.39989203,"COW","2016Nov17"
501850.500017864,4210482.74989061,"COW","2016Nov17"
501868.949979827,4210478.99988353,"COW","2016Nov17"
501879.450042765,4210470.74988671,"COW","2016Nov17"
501806.099989214,4210504.79989234,"COW","2016Nov17"
501802.350018045,4210420.67988363,"COW","2016Nov17"
501787.350015662,4210439.27988532,"COW","2016Nov17"
501761.099987723,4210421.27988439,"COW","2016Nov17"
501773.400038524,4210443.47989131,"COW","2016Nov17"
501831.599967459,4210452.32989103,"COW","2016Nov17"
501853.199968556,4209147.83988755,"COW","2016Nov17"
501853.199968556,4209147.83988755,"COW","2016Nov17"
501830.850039518,4209154.73989319,"COW","2016Nov17"
501828.449983973,4209158.45988617,"COW","2016Nov17"
501822.15001251,4209124.7398885,"COW","2016Nov17"
501806.999974721,4209105.65988793,"COW","2016Nov17"
501806.399991798,4209107.03988399,"COW","2016Nov17"
501774.149995716,4209095.03988334,"COW","2016Nov17"
501748.050031202,4209128.45989062,"COW","2016Nov17"
501745.949983098,4209128.03988477,"COW","2016Nov17"
501749.999970794,4209133.13989182,"COW","2016Nov17"
501757.499993907,4209139.25988743,"COW","2016Nov17"
501755.700042089,4209147.23989161,"COW","2016Nov17"
501740.850025172,4209136.43988601,"COW","2016Nov17"
501736.350015587,4209141.53988684,"COW","2016Nov17"
501909.150024932,4209119.75989329,"COW","2016Nov17"
501926.100036036,4209119.9398909,"COW","2016Nov17"
501883.800037952,4209026.15989145,"COW","2016Nov17"
501871.200015016,4209021.95988807,"COW","2016Nov17"
501869.400033631,4209023.3398928,"COW","2016Nov17"
501860.700029186,4209034.43989197,"COW","2016Nov17"
501859.799995033,4209034.55989293,"COW","2016Nov17"
501856.199966955,4209043.4398888,"COW","2016Nov17"
501958.049984015,4210530.14989054,"COW","2016Nov17"
501960.14996026,4210534.79988681,"COW","2016Nov17"
501946.949964993,4210529.69989415,"COW","2016Nov17"
501949.050036754,4210498.34989162,"COW","2016Nov17"
501950.100037243,4210570.94989232,"COW","2016Nov17"
501969.899985212,4210587.59989191,"COW","2016Nov17"
501977.700038103,4210605.14989033,"COW","2016Nov17"
501959.849956617,4210610.3998905,"COW","2016Nov17"
501937.19999121,4210591.79988374,"COW","2016Nov17"
501937.19999121,4210591.79988374,"COW","2016Nov17"
501928.949959669,4210618.79989337,"COW","2016Nov17"
501928.949959669,4210618.79989337,"COW","2016Nov17"
501941.400032476,4210624.64988727,"COW","2016Nov17"
501966.450006692,4210622.09988706,"COW","2016Nov17"
502060.350043539,4210658.6398833,"COW","2016Nov17"
502067.400017303,4210679.78989164,"COW","2016Nov17"
502078.799979736,4210685.48988808,"COW","2016Nov17"
502089.299967276,4210679.03989272,"COW","2016Nov17"
502040.400000349,4210673.78988336,"COW","2016Nov17"
502043.699956542,4210677.83989168,"COW","2016Nov17"
502028.249960086,4210667.33989002,"COW","2016Nov17"
502023.749997156,4210671.38988529,"COW","2016Nov17"
502019.399998974,4210664.78989384,"COW","2016Nov17"
501992.399966324,4210652.03989135,"COW","2016Nov17"
501964.499960146,4210681.43988567,"COW","2016Nov17"
501948.299999681,4210656.23989202,"COW","2016Nov17"
501936.299976036,4210686.08989296,"COW","2016Nov17"
501929.850022635,4210684.58988997,"COW","2016Nov17"
501928.200037581,4210681.73988497,"COW","2016Nov17"
501921.899968174,4210667.48989157,"COW","2016Nov17"
501903.899979874,4210643.93988754,"COW","2016Nov17"
501928.650006372,4210640.48988423,"COW","2016Nov17"
501951.599967024,4210638.08989419,"COW","2016Nov17"
501963.449963422,4210634.93988866,"COW","2016Nov17"
501970.050018811,4210630.88989014,"COW","2016Nov17"
502085.100013861,4210598.849888,"COW","2016Nov17"
502036.050003239,4210769.54989067,"COW","2016Nov17"
502021.200032658,4210739.39988751,"COW","2016Nov17"
501987.45000746,4210756.04989031,"COW","2016Nov17"
501979.949984514,4210757.84988663,"COW","2016Nov17"
501987.300002493,4210764.89989218,"COW","2016Nov17"
501998.249981524,4210762.94988425,"COW","2016Nov17"
501980.850034788,4210741.34988467,"COW","2016Nov17"
